Production,Area,Season,Fertilizer,Fertilizer_per_Area
-0.7244001506586907,-1.076235175155295,-0.8508318962936042,-1.0013473414523497,0.6864743235749494
-1.204401304962967,-1.5999628999613518,-0.8508318962936042,-1.6060186095292281,1.2567765080795195
-1.4493283687407503,-1.264640338914742,1.6014010769032043,-1.3449658516681953,0.5994516974503576
0.20458750224720276,0.30062375218585147,-0.03342090522800138,0.34231965831795286,-0.3358391323432404
0.999452138977879,1.404691081563454,-0.8508318962936042,1.289463543086016,-0.8518876880453373
-0.0832700426697156,-0.13693557428992836,1.6014010769032043,-0.2534365858039513,-0.3321680926668884
0.889634648167112,0.9151522379525456,-1.6682428873592072,0.8118143836782431,-0.7145292407797526
-1.2897113582035449,-1.0560814645712717,-0.8508318962936042,-1.159074805373607,0.32961983331866224
0.06876674889024276,0.8205166274537948,-0.8508318962936042,0.7048254762486972,-0.699590861646436
-0.7729482954968702,-0.6332406492304724,2.4188120679688074,-0.560174884267219,0.26068357832867173
0.8393162911772724,0.7064855484413557,0.7839900858376015,0.7637352186837808,-0.4792366249357404
0.9515764718729567,0.8767179755917472,-0.03342090522800138,0.9512251465845152,-0.520229530305482
-1.2997950007264807,-1.318109378263576,-0.03342090522800138,-1.294413731597526,0.8850196583953761
0.3083867496206494,0.29002683237457344,-0.03342090522800138,0.3753696980419071,-0.27909633818738916
0.7943054606597958,0.872941301292345,1.6014010769032043,0.8968759355010433,-0.5710868127388363
0.6313424844582715,0.8185292610583071,1.6014010769032043,0.7028365220594469,-0.699000789598397
0.788387702848346,0.8624031883143495,1.6014010769032043,0.7485269751351041,-0.7100587630666134
-0.06005092789231096,-0.1235532018660561,-0.03342090522800138,-0.22498458651707526,-0.31854336070127515
-0.12972735012129805,-0.056226732115574614,-0.8508318962936042,-0.1469996050940326,-0.33746332963058645
0.14879132481712348,-0.17510181386455576,1.6014010769032043,-0.12873861778632142,-0.09056048498456391
0.5577560068938986,0.759831360215069,1.6014010769032043,0.6827368625035426,-0.6404036570071266
1.212143022023067,1.6456548747454318,-0.03342090522800138,1.631862663740798,-0.8160604276687067
0.9219138978156419,1.2581210287407056,-0.8508318962936042,1.181422742450287,-0.7807250705411167
-0.36193469191799016,0.0168843840366083,-0.03342090522800138,0.06905184961937327,-0.18785444089324924
-0.4043724650923031,-0.1605938398600024,-0.8508318962936042,-0.09502044664293906,-0.07279683986708897
0.01964622121605073,0.18429574343696398,-0.8508318962936042,0.2366097041706464,-0.2702295260247406
-0.40954687343282475,-0.5730307393877204,-0.8508318962936042,-0.5740422407330518,0.09810665587729629
0.37770427339013096,0.3916412281263002,-0.03342090522800138,0.44412907299436155,-0.3621828649773976
0.3759607921552661,0.9362550393654724,1.6014010769032043,0.9366432307694574,-0.6152177079187421
-0.2655137959445959,-0.07088998213719581,-0.8508318962936042,-0.17227177361155935,-0.34437073055651374
0.4909221893771702,-0.09186224006223816,-0.8508318962936042,-0.05051095266217898,-0.14415223816926662
0.7137974794048909,0.6668626706952288,0.7839900858376015,0.7525138659454057,-0.4340963284675322
-1.9359648683580417,-1.566141442992906,0.7839900858376015,-1.5056394808452687,1.3573434562137172
1.465633415833787,1.739194102881632,-0.8508318962936042,1.6365086206002515,-0.9129879940531251
-1.2650187649964524,-1.0543075364239527,-0.8508318962936042,-1.0923936290951468,0.44972731379367653
-0.801192003850426,-0.21627655863283746,-1.6682428873592072,-0.16432973978290588,-0.0587215819784858
-0.6657717556538589,-0.5918582751554293,-0.03342090522800138,-0.6076387997175987,0.08871293042210751
-0.5289056083466014,-0.7287655770370707,-0.03342090522800138,-0.8003949508860869,0.10139502130157388
0.3270232740708778,-0.04919477854266961,1.6014010769032043,-0.06436849077889613,-0.24150248015097578
0.3842841621818036,-0.4210848715816635,1.6014010769032043,-0.5256087651127554,-0.15963794858481437
-0.4177831579538032,-0.3282079346380372,-1.6682428873592072,-0.2628069001485412,0.029670552516276448
0.6543674731056922,0.6715380156855091,-0.03342090522800138,0.5813796356281221,-0.6260138650087036
-0.2590401805217738,0.0799615700897629,-0.03342090522800138,0.0023042977645096074,-0.38418387309270413
1.2350238694653117,1.173157025723201,0.7839900858376015,1.2155559498445476,-0.6441961452968304
-1.1656767837787891,-1.3983792670040034,0.7839900858376015,-1.5031951634180676,0.716213438475542
0.5550688608292005,0.9926011281224542,-0.03342090522800138,0.8788285810918102,-0.7468747763383251
